EQP_ID,ALARM_TIME,SEVERITY,MESSAGE,RECIPE,ACK_BY
ETC02,2026-03-06 03:02:46,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26026, STEP=PHOTO, value=22.88 unit)",RCP_PHOTO_04,
PHO01,2026-03-06 03:05:40,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26042, STEP=PHOTO, value=6.89 unit)",RCP_PHOTO_04,E887183
ETC02,2026-03-06 03:19:16,INFO,"[I-5000] Recipe changed by operator (LOT=L26028, STEP=ETCH, value=22.07 unit)",RCP_ETCH_04,
ETC01,2026-03-06 03:35:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26084, STEP=ETCH, value=23.42 unit)",RCP_ETCH_05,E331389
PHO01,2026-03-06 03:36:54,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26071, STEP=ETCH, value=19.84 unit)",RCP_ETCH_02,E769479
ETC01,2026-03-06 04:05:30,WARN,"[W-3305] Slurry flow low (LOT=L26101, STEP=CBCMP, value=21.62 unit)",RCP_CBCMP_03,E431270
CMP01,2026-03-06 04:25:41,ERROR,"[E-2011] RF power unstable (LOT=L26110, STEP=CBCMP, value=22.75 unit)",RCP_CBCMP_01,E689535
PHO01,2026-03-06 04:46:56,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26035, STEP=CBCMP, value=5.24 unit)",RCP_CBCMP_04,
PHO01,2026-03-06 05:28:57,WARN,"[W-3305] Slurry flow low (LOT=L26077, STEP=PHOTO, value=0.9 unit)",RCP_PHOTO_05,
ETC01,2026-03-06 05:29:44,INFO,"[I-5000] Recipe changed by operator (LOT=L26101, STEP=CBCMP, value=14.85 unit)",RCP_CBCMP_03,
ETC01,2026-03-06 05:34:55,INFO,"[I-5000] Recipe changed by operator (LOT=L26004, STEP=PC, value=4.33 unit)",RCP_PC_04,
PC01,2026-03-06 05:40:47,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26050, STEP=PHOTO, value=13.02 unit)",RCP_PHOTO_01,
CMP02,2026-03-06 05:44:33,ERROR,"[E-1023] Chamber pressure high (LOT=L26013, STEP=ETCH, value=21.62 unit)",RCP_ETCH_01,
CMP02,2026-03-06 06:24:29,ERROR,"[E-2011] RF power unstable (LOT=L26064, STEP=PC, value=10.43 unit)",RCP_PC_01,
ETC02,2026-03-06 06:26:06,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26074, STEP=PHOTO, value=1.43 unit)",RCP_PHOTO_01,
PC01,2026-03-06 07:10:59,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26005, STEP=PC, value=6.24 unit)",RCP_PC_02,E949101
CMP01,2026-03-06 07:27:07,ERROR,"[E-1023] Chamber pressure high (LOT=L26057, STEP=RMG, value=4.34 unit)",RCP_RMG_04,
ETC02,2026-03-06 08:35:19,ERROR,"[E-2011] RF power unstable (LOT=L26070, STEP=CBCMP, value=22.92 unit)",RCP_CBCMP_03,E646998
PHO01,2026-03-06 08:41:33,ERROR,"[E-2011] RF power unstable (LOT=L26114, STEP=RMG, value=0.97 unit)",RCP_RMG_04,E366247
ETC02,2026-03-06 08:53:10,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26097, STEP=ETCH, value=1.76 unit)",RCP_ETCH_05,E331332
PC01,2026-03-06 08:59:04,ERROR,"[E-1023] Chamber pressure high (LOT=L26042, STEP=RMG, value=18.24 unit)",RCP_RMG_05,
CMP02,2026-03-06 09:08:00,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26117, STEP=ETCH, value=2.05 unit)",RCP_ETCH_03,
ETC01,2026-03-06 09:26:48,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26105, STEP=PHOTO, value=4.4 unit)",RCP_PHOTO_02,E547578
PC01,2026-03-06 09:36:24,ERROR,"[E-1023] Chamber pressure high (LOT=L26008, STEP=PC, value=3.85 unit)",RCP_PC_05,E819034
ETC01,2026-03-06 09:42:58,INFO,"[I-5000] Recipe changed by operator (LOT=L26113, STEP=ETCH, value=10.82 unit)",RCP_ETCH_03,
ETC01,2026-03-06 09:50:37,WARN,"[W-3306] Pad temperature drift (LOT=L26100, STEP=ETCH, value=20.19 unit)",RCP_ETCH_03,E961250
PC01,2026-03-06 09:57:58,ERROR,"[E-1023] Chamber pressure high (LOT=L26064, STEP=ETCH, value=15.46 unit)",RCP_ETCH_02,E428737
ETC01,2026-03-06 10:25:03,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26068, STEP=PHOTO, value=3.78 unit)",RCP_PHOTO_05,
PC01,2026-03-06 10:30:54,ERROR,"[E-2011] RF power unstable (LOT=L26114, STEP=ETCH, value=12.27 unit)",RCP_ETCH_05,E444752
PC01,2026-03-06 10:33:28,WARN,"[W-3306] Pad temperature drift (LOT=L26103, STEP=PHOTO, value=1.52 unit)",RCP_PHOTO_03,
CMP01,2026-03-06 10:35:03,WARN,"[W-3305] Slurry flow low (LOT=L26083, STEP=PC, value=18.66 unit)",RCP_PC_02,
CMP02,2026-03-06 10:38:33,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26041, STEP=CBCMP, value=7.18 unit)",RCP_CBCMP_04,
PHO01,2026-03-06 11:07:57,WARN,"[W-3306] Pad temperature drift (LOT=L26010, STEP=ETCH, value=14.01 unit)",RCP_ETCH_02,
ETC02,2026-03-06 11:12:25,ERROR,"[E-1023] Chamber pressure high (LOT=L26023, STEP=ETCH, value=15.58 unit)",RCP_ETCH_01,
PHO01,2026-03-06 11:36:42,ERROR,"[E-2011] RF power unstable (LOT=L26116, STEP=PC, value=4.09 unit)",RCP_PC_03,
CMP01,2026-03-06 11:49:10,INFO,"[I-5000] Recipe changed by operator (LOT=L26045, STEP=RMG, value=8.68 unit)",RCP_RMG_03,
CMP02,2026-03-06 11:50:03,ERROR,"[E-2011] RF power unstable (LOT=L26041, STEP=PHOTO, value=7.05 unit)",RCP_PHOTO_04,
ETC01,2026-03-06 12:03:32,ERROR,"[E-1023] Chamber pressure high (LOT=L26025, STEP=PHOTO, value=7.54 unit)",RCP_PHOTO_02,
PHO01,2026-03-06 12:08:53,WARN,"[W-3305] Slurry flow low (LOT=L26032, STEP=RMG, value=13.37 unit)",RCP_RMG_03,
ETC02,2026-03-06 12:11:36,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26063, STEP=CBCMP, value=8.72 unit)",RCP_CBCMP_02,E266495
ETC01,2026-03-06 12:11:42,INFO,"[I-5000] Recipe changed by operator (LOT=L26119, STEP=PHOTO, value=18.41 unit)",RCP_PHOTO_03,E272971
PHO01,2026-03-06 12:25:34,WARN,"[W-3305] Slurry flow low (LOT=L26096, STEP=RMG, value=9.47 unit)",RCP_RMG_05,
PHO01,2026-03-06 12:33:57,ERROR,"[E-1023] Chamber pressure high (LOT=L26031, STEP=PHOTO, value=22.8 unit)",RCP_PHOTO_01,
PC01,2026-03-06 12:37:53,ERROR,"[E-1023] Chamber pressure high (LOT=L26056, STEP=PC, value=16.26 unit)",RCP_PC_02,E685668
ETC02,2026-03-06 12:38:08,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26088, STEP=PC, value=16.95 unit)",RCP_PC_02,E495134
PHO01,2026-03-06 12:55:49,INFO,"[I-5000] Recipe changed by operator (LOT=L26096, STEP=RMG, value=10.11 unit)",RCP_RMG_03,
CMP01,2026-03-06 12:56:33,INFO,"[I-5000] Recipe changed by operator (LOT=L26106, STEP=PC, value=1.22 unit)",RCP_PC_03,E884723
PHO01,2026-03-06 12:59:57,ERROR,"[E-2011] RF power unstable (LOT=L26015, STEP=RMG, value=22.63 unit)",RCP_RMG_04,E850314
CMP01,2026-03-06 13:17:02,INFO,"[I-5000] Recipe changed by operator (LOT=L26108, STEP=PC, value=16.38 unit)",RCP_PC_04,
ETC01,2026-03-06 13:25:10,ERROR,"[E-1023] Chamber pressure high (LOT=L26062, STEP=CBCMP, value=21.33 unit)",RCP_CBCMP_03,
ETC02,2026-03-06 13:34:33,INFO,"[I-5000] Recipe changed by operator (LOT=L26106, STEP=CBCMP, value=1.98 unit)",RCP_CBCMP_03,E897140
PHO01,2026-03-06 13:50:18,INFO,"[I-5000] Recipe changed by operator (LOT=L26111, STEP=PHOTO, value=5.07 unit)",RCP_PHOTO_03,
CMP02,2026-03-06 13:52:12,WARN,"[W-3306] Pad temperature drift (LOT=L26043, STEP=CBCMP, value=4.01 unit)",RCP_CBCMP_05,
CMP02,2026-03-06 13:55:55,ERROR,"[E-2011] RF power unstable (LOT=L26104, STEP=ETCH, value=18.93 unit)",RCP_ETCH_03,E690066
ETC02,2026-03-06 14:09:46,ERROR,"[E-2011] RF power unstable (LOT=L26006, STEP=ETCH, value=11.99 unit)",RCP_ETCH_03,E447870
CMP02,2026-03-06 14:22:41,WARN,"[W-3305] Slurry flow low (LOT=L26052, STEP=ETCH, value=19.87 unit)",RCP_ETCH_02,
ETC01,2026-03-06 14:46:17,ERROR,"[E-1023] Chamber pressure high (LOT=L26027, STEP=RMG, value=15.8 unit)",RCP_RMG_03,E921673
CMP02,2026-03-06 15:13:03,INFO,"[I-5000] Recipe changed by operator (LOT=L26043, STEP=PHOTO, value=11.07 unit)",RCP_PHOTO_03,E572962
PHO01,2026-03-06 15:33:00,WARN,"[W-3306] Pad temperature drift (LOT=L26101, STEP=RMG, value=3.95 unit)",RCP_RMG_05,
ETC01,2026-03-06 15:48:09,WARN,"[W-3305] Slurry flow low (LOT=L26083, STEP=PHOTO, value=17.83 unit)",RCP_PHOTO_01,E518969
ETC01,2026-03-06 15:55:04,ERROR,"[E-2011] RF power unstable (LOT=L26060, STEP=PC, value=5.23 unit)",RCP_PC_03,
ETC01,2026-03-06 15:57:04,INFO,"[I-5000] Recipe changed by operator (LOT=L26066, STEP=ETCH, value=1.15 unit)",RCP_ETCH_01,
CMP02,2026-03-06 16:11:07,INFO,"[I-5000] Recipe changed by operator (LOT=L26105, STEP=PHOTO, value=3.87 unit)",RCP_PHOTO_03,E972068
PC01,2026-03-06 16:26:50,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26117, STEP=RMG, value=1.49 unit)",RCP_RMG_01,
CMP02,2026-03-06 16:32:15,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26029, STEP=PHOTO, value=17.67 unit)",RCP_PHOTO_01,
CMP02,2026-03-06 16:32:25,ERROR,"[E-2011] RF power unstable (LOT=L26000, STEP=ETCH, value=2.98 unit)",RCP_ETCH_03,E779728
CMP01,2026-03-06 16:48:52,ERROR,"[E-2011] RF power unstable (LOT=L26115, STEP=CBCMP, value=8.05 unit)",RCP_CBCMP_05,
PC01,2026-03-06 16:56:52,ERROR,"[E-1023] Chamber pressure high (LOT=L26083, STEP=ETCH, value=24.93 unit)",RCP_ETCH_04,
ETC02,2026-03-06 17:04:29,WARN,"[W-3306] Pad temperature drift (LOT=L26071, STEP=PHOTO, value=14.75 unit)",RCP_PHOTO_04,
PC01,2026-03-06 17:09:29,WARN,"[W-3306] Pad temperature drift (LOT=L26108, STEP=CBCMP, value=7.06 unit)",RCP_CBCMP_03,
ETC01,2026-03-06 17:10:08,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26046, STEP=PC, value=18.16 unit)",RCP_PC_02,
ETC01,2026-03-06 17:23:33,WARN,"[W-3306] Pad temperature drift (LOT=L26109, STEP=ETCH, value=24.31 unit)",RCP_ETCH_01,
CMP02,2026-03-06 17:25:19,WARN,"[W-3306] Pad temperature drift (LOT=L26010, STEP=CBCMP, value=18.48 unit)",RCP_CBCMP_01,E271616
ETC02,2026-03-06 17:46:37,WARN,"[W-3306] Pad temperature drift (LOT=L26051, STEP=PHOTO, value=18.1 unit)",RCP_PHOTO_05,
CMP02,2026-03-06 18:01:10,ERROR,"[E-2011] RF power unstable (LOT=L26009, STEP=PC, value=13.85 unit)",RCP_PC_05,
ETC02,2026-03-06 18:01:44,INFO,"[I-5000] Recipe changed by operator (LOT=L26070, STEP=PC, value=8.02 unit)",RCP_PC_02,E328104
CMP01,2026-03-06 18:22:47,ERROR,"[E-1023] Chamber pressure high (LOT=L26024, STEP=PC, value=10.88 unit)",RCP_PC_02,
ETC01,2026-03-06 18:31:12,ERROR,"[E-1023] Chamber pressure high (LOT=L26082, STEP=CBCMP, value=15.95 unit)",RCP_CBCMP_03,E440781
PC01,2026-03-06 18:36:44,WARN,"[W-3305] Slurry flow low (LOT=L26086, STEP=RMG, value=4.58 unit)",RCP_RMG_01,
CMP02,2026-03-06 18:57:53,ERROR,"[E-1023] Chamber pressure high (LOT=L26097, STEP=PHOTO, value=20.98 unit)",RCP_PHOTO_05,
CMP01,2026-03-06 18:59:28,WARN,"[W-3305] Slurry flow low (LOT=L26109, STEP=CBCMP, value=17.17 unit)",RCP_CBCMP_03,E432954
PC01,2026-03-06 19:32:10,ERROR,"[E-1023] Chamber pressure high (LOT=L26073, STEP=CBCMP, value=4.64 unit)",RCP_CBCMP_01,
PC01,2026-03-06 19:33:18,WARN,"[W-3305] Slurry flow low (LOT=L26060, STEP=CBCMP, value=2.92 unit)",RCP_CBCMP_02,
PHO01,2026-03-06 19:35:30,ERROR,"[E-1023] Chamber pressure high (LOT=L26106, STEP=PHOTO, value=19.74 unit)",RCP_PHOTO_05,
PC01,2026-03-06 19:46:48,ERROR,"[E-1023] Chamber pressure high (LOT=L26095, STEP=CBCMP, value=21.13 unit)",RCP_CBCMP_03,
PC01,2026-03-06 19:47:51,ERROR,"[E-2011] RF power unstable (LOT=L26066, STEP=ETCH, value=24.78 unit)",RCP_ETCH_02,E546631
CMP01,2026-03-06 19:51:46,WARN,"[W-3305] Slurry flow low (LOT=L26105, STEP=RMG, value=1.0 unit)",RCP_RMG_01,E132387
PC01,2026-03-06 20:30:18,WARN,"[W-3306] Pad temperature drift (LOT=L26037, STEP=RMG, value=22.17 unit)",RCP_RMG_03,E807818
CMP02,2026-03-06 20:33:16,INFO,"[I-5000] Recipe changed by operator (LOT=L26067, STEP=RMG, value=10.98 unit)",RCP_RMG_01,
CMP01,2026-03-06 20:46:29,ERROR,"[E-1023] Chamber pressure high (LOT=L26016, STEP=RMG, value=12.26 unit)",RCP_RMG_02,E352869
PHO01,2026-03-06 20:51:09,INFO,"[I-5000] Recipe changed by operator (LOT=L26079, STEP=CBCMP, value=7.16 unit)",RCP_CBCMP_02,
PC01,2026-03-06 21:04:28,INFO,"[I-5000] Recipe changed by operator (LOT=L26065, STEP=ETCH, value=19.68 unit)",RCP_ETCH_01,E498715
CMP01,2026-03-06 21:23:16,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26059, STEP=ETCH, value=11.27 unit)",RCP_ETCH_05,E761808
PC01,2026-03-06 21:40:30,WARN,"[W-3306] Pad temperature drift (LOT=L26040, STEP=PC, value=19.28 unit)",RCP_PC_01,
CMP01,2026-03-06 21:46:02,WARN,"[W-3305] Slurry flow low (LOT=L26030, STEP=CBCMP, value=1.59 unit)",RCP_CBCMP_02,
CMP01,2026-03-06 21:48:35,WARN,"[W-3306] Pad temperature drift (LOT=L26100, STEP=PHOTO, value=19.58 unit)",RCP_PHOTO_05,
CMP01,2026-03-06 21:58:39,WARN,"[W-3305] Slurry flow low (LOT=L26088, STEP=PC, value=24.87 unit)",RCP_PC_05,E110204
CMP01,2026-03-06 21:59:53,INFO,"[I-5000] Recipe changed by operator (LOT=L26110, STEP=PC, value=13.18 unit)",RCP_PC_01,E217527
CMP01,2026-03-06 22:03:20,ERROR,"[E-2011] RF power unstable (LOT=L26009, STEP=RMG, value=13.83 unit)",RCP_RMG_04,
PC01,2026-03-06 22:09:12,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26015, STEP=CBCMP, value=3.4 unit)",RCP_CBCMP_01,
ETC01,2026-03-06 22:11:44,INFO,"[I-5000] Recipe changed by operator (LOT=L26096, STEP=CBCMP, value=10.31 unit)",RCP_CBCMP_03,
ETC01,2026-03-06 22:16:16,ERROR,"[E-1023] Chamber pressure high (LOT=L26079, STEP=RMG, value=5.32 unit)",RCP_RMG_03,E269137
PC01,2026-03-06 22:26:30,WARN,"[W-3306] Pad temperature drift (LOT=L26105, STEP=PC, value=16.58 unit)",RCP_PC_05,
CMP01,2026-03-06 22:35:25,ERROR,"[E-1023] Chamber pressure high (LOT=L26026, STEP=ETCH, value=1.58 unit)",RCP_ETCH_05,
ETC02,2026-03-06 22:42:13,WARN,"[W-3306] Pad temperature drift (LOT=L26102, STEP=PC, value=19.94 unit)",RCP_PC_04,
PHO01,2026-03-06 23:09:05,WARN,"[W-3306] Pad temperature drift (LOT=L26013, STEP=PHOTO, value=4.88 unit)",RCP_PHOTO_03,
ETC02,2026-03-06 23:41:30,INFO,"[I-5000] Recipe changed by operator (LOT=L26094, STEP=ETCH, value=5.97 unit)",RCP_ETCH_02,
PHO01,2026-03-06 23:50:29,ERROR,"[E-1023] Chamber pressure high (LOT=L26025, STEP=RMG, value=20.47 unit)",RCP_RMG_01,E417739
PC01,2026-03-06 23:52:51,WARN,"[W-3306] Pad temperature drift (LOT=L26000, STEP=RMG, value=14.44 unit)",RCP_RMG_01,
PC01,2026-03-07 00:00:24,WARN,"[W-3306] Pad temperature drift (LOT=L26025, STEP=RMG, value=11.1 unit)",RCP_RMG_03,
CMP01,2026-03-07 00:10:16,INFO,"[I-5000] Recipe changed by operator (LOT=L26088, STEP=RMG, value=3.92 unit)",RCP_RMG_02,E440476
PC01,2026-03-07 00:24:40,ERROR,"[E-2011] RF power unstable (LOT=L26092, STEP=PHOTO, value=16.29 unit)",RCP_PHOTO_05,
PHO01,2026-03-07 00:29:39,WARN,"[W-3305] Slurry flow low (LOT=L26109, STEP=CBCMP, value=18.18 unit)",RCP_CBCMP_02,
CMP01,2026-03-07 00:38:12,ERROR,"[E-2011] RF power unstable (LOT=L26103, STEP=CBCMP, value=18.99 unit)",RCP_CBCMP_05,
ETC01,2026-03-07 00:40:32,ERROR,"[E-2011] RF power unstable (LOT=L26019, STEP=RMG, value=12.06 unit)",RCP_RMG_05,E532901
PC01,2026-03-07 00:50:46,WARN,"[W-3306] Pad temperature drift (LOT=L26058, STEP=ETCH, value=1.12 unit)",RCP_ETCH_03,
PHO01,2026-03-07 01:00:53,WARN,"[W-3305] Slurry flow low (LOT=L26112, STEP=CBCMP, value=9.64 unit)",RCP_CBCMP_02,E901458
CMP02,2026-03-07 01:03:09,WARN,"[W-3306] Pad temperature drift (LOT=L26119, STEP=RMG, value=7.09 unit)",RCP_RMG_01,
ETC01,2026-03-07 01:33:38,ERROR,"[E-1023] Chamber pressure high (LOT=L26054, STEP=PC, value=1.57 unit)",RCP_PC_02,
PHO01,2026-03-07 01:39:31,WARN,"[W-3306] Pad temperature drift (LOT=L26034, STEP=RMG, value=4.98 unit)",RCP_RMG_01,
CMP01,2026-03-07 01:46:00,ERROR,"[E-2011] RF power unstable (LOT=L26035, STEP=PHOTO, value=16.49 unit)",RCP_PHOTO_04,
PHO01,2026-03-07 01:48:01,ERROR,"[E-1023] Chamber pressure high (LOT=L26062, STEP=PHOTO, value=2.99 unit)",RCP_PHOTO_04,
CMP02,2026-03-07 01:52:36,ERROR,"[E-1023] Chamber pressure high (LOT=L26032, STEP=ETCH, value=0.67 unit)",RCP_ETCH_02,
CMP01,2026-03-07 02:07:46,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26053, STEP=PC, value=11.58 unit)",RCP_PC_03,
CMP01,2026-03-07 02:09:51,ERROR,"[E-1023] Chamber pressure high (LOT=L26035, STEP=ETCH, value=11.17 unit)",RCP_ETCH_03,
ETC01,2026-03-07 02:24:05,ERROR,"[E-1023] Chamber pressure high (LOT=L26086, STEP=RMG, value=16.97 unit)",RCP_RMG_01,
ETC02,2026-03-07 02:25:51,WARN,"[W-3306] Pad temperature drift (LOT=L26029, STEP=ETCH, value=8.37 unit)",RCP_ETCH_04,
PC01,2026-03-07 02:38:01,WARN,"[W-3305] Slurry flow low (LOT=L26063, STEP=PHOTO, value=15.78 unit)",RCP_PHOTO_01,
PC01,2026-03-07 02:43:32,WARN,"[W-3306] Pad temperature drift (LOT=L26101, STEP=ETCH, value=16.62 unit)",RCP_ETCH_01,
ETC02,2026-03-07 02:45:01,ERROR,"[E-2011] RF power unstable (LOT=L26020, STEP=PHOTO, value=15.91 unit)",RCP_PHOTO_02,
ETC01,2026-03-07 03:32:40,WARN,"[W-3306] Pad temperature drift (LOT=L26113, STEP=PC, value=12.53 unit)",RCP_PC_05,
PHO01,2026-03-07 04:11:58,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26051, STEP=RMG, value=1.51 unit)",RCP_RMG_04,E751089
CMP02,2026-03-07 04:12:08,WARN,"[W-3306] Pad temperature drift (LOT=L26057, STEP=RMG, value=20.28 unit)",RCP_RMG_03,
CMP02,2026-03-07 04:13:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26013, STEP=ETCH, value=7.44 unit)",RCP_ETCH_05,
PHO01,2026-03-07 04:33:10,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26067, STEP=PHOTO, value=3.37 unit)",RCP_PHOTO_04,E859552
CMP02,2026-03-07 04:33:19,WARN,"[W-3305] Slurry flow low (LOT=L26065, STEP=RMG, value=21.21 unit)",RCP_RMG_01,
ETC02,2026-03-07 04:52:03,ERROR,"[E-1023] Chamber pressure high (LOT=L26043, STEP=CBCMP, value=6.85 unit)",RCP_CBCMP_02,
CMP01,2026-03-07 05:09:18,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26066, STEP=PHOTO, value=1.88 unit)",RCP_PHOTO_03,
PHO01,2026-03-07 05:36:19,ERROR,"[E-2011] RF power unstable (LOT=L26101, STEP=ETCH, value=18.8 unit)",RCP_ETCH_04,
CMP01,2026-03-07 05:39:17,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26052, STEP=PC, value=5.83 unit)",RCP_PC_02,
CMP02,2026-03-07 05:50:23,ERROR,"[E-2011] RF power unstable (LOT=L26037, STEP=PHOTO, value=6.21 unit)",RCP_PHOTO_03,E187543
ETC01,2026-03-07 06:01:39,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26112, STEP=CBCMP, value=15.58 unit)",RCP_CBCMP_05,
ETC01,2026-03-07 06:22:43,WARN,"[W-3306] Pad temperature drift (LOT=L26099, STEP=CBCMP, value=9.66 unit)",RCP_CBCMP_01,
ETC01,2026-03-07 06:24:58,INFO,"[I-5000] Recipe changed by operator (LOT=L26094, STEP=CBCMP, value=12.97 unit)",RCP_CBCMP_05,
CMP01,2026-03-07 06:31:57,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26109, STEP=CBCMP, value=8.7 unit)",RCP_CBCMP_02,E137826
CMP01,2026-03-07 06:38:07,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26057, STEP=CBCMP, value=24.73 unit)",RCP_CBCMP_03,E852711
PC01,2026-03-07 06:51:56,ERROR,"[E-2011] RF power unstable (LOT=L26054, STEP=PHOTO, value=17.28 unit)",RCP_PHOTO_04,E244186
CMP01,2026-03-07 06:58:00,WARN,"[W-3305] Slurry flow low (LOT=L26081, STEP=PHOTO, value=23.86 unit)",RCP_PHOTO_02,E231819
PHO01,2026-03-07 07:13:28,WARN,"[W-3306] Pad temperature drift (LOT=L26005, STEP=ETCH, value=20.75 unit)",RCP_ETCH_02,
CMP02,2026-03-07 07:17:30,INFO,"[I-5000] Recipe changed by operator (LOT=L26106, STEP=RMG, value=11.71 unit)",RCP_RMG_05,E465375
ETC01,2026-03-07 07:29:59,WARN,"[W-3306] Pad temperature drift (LOT=L26085, STEP=PHOTO, value=3.27 unit)",RCP_PHOTO_04,E448141
CMP02,2026-03-07 07:30:32,INFO,"[I-5000] Recipe changed by operator (LOT=L26048, STEP=RMG, value=12.03 unit)",RCP_RMG_02,E184934
ETC01,2026-03-07 07:41:32,ERROR,"[E-2011] RF power unstable (LOT=L26063, STEP=CBCMP, value=2.92 unit)",RCP_CBCMP_01,E674887
PHO01,2026-03-07 08:11:59,WARN,"[W-3305] Slurry flow low (LOT=L26005, STEP=RMG, value=23.01 unit)",RCP_RMG_05,E531143
CMP02,2026-03-07 08:43:05,WARN,"[W-3305] Slurry flow low (LOT=L26062, STEP=PC, value=24.66 unit)",RCP_PC_05,E629413
PC01,2026-03-07 08:44:01,ERROR,"[E-2011] RF power unstable (LOT=L26053, STEP=PC, value=8.96 unit)",RCP_PC_05,
PC01,2026-03-07 08:52:09,INFO,"[I-5000] Recipe changed by operator (LOT=L26068, STEP=PHOTO, value=15.86 unit)",RCP_PHOTO_02,
CMP01,2026-03-07 08:59:47,WARN,"[W-3305] Slurry flow low (LOT=L26114, STEP=PHOTO, value=11.75 unit)",RCP_PHOTO_02,
CMP02,2026-03-07 09:32:52,ERROR,"[E-2011] RF power unstable (LOT=L26118, STEP=ETCH, value=13.98 unit)",RCP_ETCH_01,
PC01,2026-03-07 09:35:51,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26119, STEP=PC, value=15.48 unit)",RCP_PC_04,E672446
ETC02,2026-03-07 10:01:20,ERROR,"[E-2011] RF power unstable (LOT=L26010, STEP=ETCH, value=16.5 unit)",RCP_ETCH_02,
ETC01,2026-03-07 10:13:14,ERROR,"[E-1023] Chamber pressure high (LOT=L26063, STEP=PC, value=5.51 unit)",RCP_PC_01,E198563
CMP01,2026-03-07 10:29:06,ERROR,"[E-1023] Chamber pressure high (LOT=L26109, STEP=RMG, value=1.06 unit)",RCP_RMG_03,
CMP01,2026-03-07 10:32:22,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26111, STEP=PHOTO, value=17.2 unit)",RCP_PHOTO_05,
PHO01,2026-03-07 10:34:24,WARN,"[W-3305] Slurry flow low (LOT=L26090, STEP=RMG, value=7.94 unit)",RCP_RMG_05,
CMP02,2026-03-07 10:45:20,WARN,"[W-3306] Pad temperature drift (LOT=L26114, STEP=ETCH, value=23.62 unit)",RCP_ETCH_01,
PHO01,2026-03-07 11:14:19,WARN,"[W-3306] Pad temperature drift (LOT=L26093, STEP=CBCMP, value=5.09 unit)",RCP_CBCMP_02,E692590
CMP01,2026-03-07 11:15:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26098, STEP=PC, value=19.35 unit)",RCP_PC_05,E689716
CMP01,2026-03-07 11:24:29,WARN,"[W-3305] Slurry flow low (LOT=L26009, STEP=PHOTO, value=23.45 unit)",RCP_PHOTO_05,
ETC02,2026-03-07 11:50:27,WARN,"[W-3305] Slurry flow low (LOT=L26056, STEP=PHOTO, value=14.47 unit)",RCP_PHOTO_05,
PHO01,2026-03-07 11:52:42,WARN,"[W-3306] Pad temperature drift (LOT=L26066, STEP=CBCMP, value=15.05 unit)",RCP_CBCMP_04,
ETC02,2026-03-07 11:55:52,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26118, STEP=CBCMP, value=22.0 unit)",RCP_CBCMP_05,E564385
CMP02,2026-03-07 12:04:02,ERROR,"[E-1023] Chamber pressure high (LOT=L26114, STEP=CBCMP, value=21.46 unit)",RCP_CBCMP_01,
CMP02,2026-03-07 12:04:25,WARN,"[W-3306] Pad temperature drift (LOT=L26058, STEP=CBCMP, value=7.96 unit)",RCP_CBCMP_05,
CMP02,2026-03-07 12:06:22,WARN,"[W-3305] Slurry flow low (LOT=L26098, STEP=CBCMP, value=6.92 unit)",RCP_CBCMP_02,
ETC01,2026-03-07 12:07:29,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26031, STEP=ETCH, value=4.26 unit)",RCP_ETCH_04,
PC01,2026-03-07 12:07:33,ERROR,"[E-1023] Chamber pressure high (LOT=L26084, STEP=CBCMP, value=14.83 unit)",RCP_CBCMP_05,
CMP02,2026-03-07 12:15:41,INFO,"[I-5000] Recipe changed by operator (LOT=L26049, STEP=PC, value=6.32 unit)",RCP_PC_03,E142279
